"accessno","bibliogra"
"0000007083","Sandoval, Ma. Teresa G. Culinary arts. Metro Manila : Diwa Learning System, c1993."
"0000007084","Basbas, Leonora D. Textbook in technology and home economics 1. Manila : Rex Book Store, c1997."
"0000007085","Carmona, Demetrio M. Sdb. Compu-Dp : data processing 4 (simple formulation). Makati City : Salesiana Publishers, c1997."
"0000007086","Aquino, Gaudencio P. Fundamentals of effective teaching. Manila : National Bookstore, c1974."
"0000007087","Carmona, Demetrio M. Compu-DRD : data reading and display 2. Makati City : Salesiana Publishers, c1997."
"0000007088","Caseres, Jocelyn S. Children computer literacy : a workbook in computer education for Grade 1-6. Manila : Rex Book Store, c1996."
"0000007089","Tuvilla, Ma. Victoria L. Steward on Earth lV. 2nd ed. Quezon City : Phoenix Publishing House, c1998."
"0000007090",
"0000007091","Pedrajas, Teresita P. A concerned Filipino ll. Quezon City : Phoenix Publishing House, c1995."
"0000007092","Jacala, Nonita R. Introduction to word processing. [s.l] : M/Set Special Pojects Dept. TRS, c1996."
"0000007093","Tuvilla, Ma. Victoria L. Community builders lll. Quezon City : Phoenix Publishing House, c1998."
"0000007094","Rallos, Ma. Zilpha Palma. Breakthrough. 2nd ed. Quezon City : Phoenix Publishing House, c1997."
"0000007095","Pedrajas, Teresita P. Values education ll. Quezon City : Phoenix Publishing House, c1988."
"0000007096","Ed. By Folkard, Claire. 2003 Guiness World Records. New ed. Usa : Gullane Entertainment, c2003."
"0000007097","None. Reader's digest pocket guide to herbs. London : The Reader's Digest Association, c1971."
"0000007098","Punsalan, Twila Gaerlan [et al.]. Values education for Filipinos ll. Manila : Salesiana Publishers, c1997."
"0000007099","Bautista, Evangeline P. [et al.] Numlock lll. Quezon City : Trinitas Publishing, c1993."
"0000007100","Samson, Alexander P. [et al.] Computer integrated learnibg l for then H.S.. Manila : Rex Bookn Store, c1997."
"0000007101","Manaoag, Jesus C. [et al.] Transforming God's people : responding to Jesus Christ ll. Manila : Rex Bookstore, c1997."
"0000007102","Morilla, Faith Febes D.g. [et al.] Introduction to database and programming for secondary school. Manila : Saint Bernadette Publication, c1996."
"0000007103","Tuvilla, Ma. Victoria L. Person for others ll. 2nd ed. Quezon City : Phoenix Publishing House, c1997."
"0000007104","Gorospe, Evelyn O. [et al.] Basic computer education ll. Quuezon City : Phoenix Publishing House, c1998."
"0000007105","Gorospe, Evelyn O. Basic computer education l. Quezon City : Phoenix Publishing House, c1998."
"0000007106","Rionda, Carolina S.a [et al.]. Communicate in English 1. Quezon City : Phoenix Publishing House, c1995."
"0000007107","Salibay, Esteban T., Jr. [et al.] Transforming God's people : calling for God's love 1. Manila : Rex Book Store, c1997."
"0000007108","Agbuya, Grace C. Transforming God's people : living morality lll. Manila : Rex Bookstore, c1997."
"0000007109","Gornes, Ma. Herminia G., Rvm. Awakening to Jesus ll. Quezon City : Vibal Publishing House, c1995."
"0000007110","Dela Cruz, Mercedita R. Breaking through in Faith l. Quezon City : RVM Commission on EDUC., c1995."
"0000007111","Martin, Ann M. Karen's Grandad. New York : Scholastic Inc., c1996."
"0000007112","Bergado, Mercedes Z. Science Headway 5. Valenzuela City : JO-ES Publishing House, c1999."
"0000007113","Blanco, Marivi S. The case of the crime-catching camcorder. Makati City : Tahanan Books for Young Readers, c1996."
"0000007114","Dickinson, Peter. Chuck and Danielle. New York : Delacorte Press, c1996."
"0000007115","Hugo, Victor. The Hunchback of Notre Dame. Quezon City : Classic Illustrated, c1996."
"0000007116","Hugo, Victor. Les Miserables. Quezon City : Classic Illustrated, c1996."
"0000007117","Melville, Herman. Moby Dick. Quezon City : Classic Illustrated, c1996."
"0000007118","Shakespeare, William. Antony and Cleopatra. New York : Washington Square Press, c1961."
"0000007120","Shakespeare, William. A Midsummer night's dream. New York : Washington Square Press, c1993."
"0000007121","Shakespeare, William. Romeo and Juliet. Quezon City : Classic Illustrated, c1996."
"0000007122","Shelley, Mary W. Frankenstein. Quezon City : Classic Illustrated, c1996."
"0000007123","Soliven, Marivi V. The Hunt for the hippocampus. Metro Manila : Tahanan Books for Young Readers, c1996."
"0000007124","Soliven, Marivi V. The Pillowcase cat paper. Metro Manila : Tahanan Books for Young Readers, c1996."
"0000007125","Twain, Mark. The Prince and the Pauper. Quezon City : Classic Illustrated, c1996."
"0000007126","None. The Mongol conquests : 1200-1300 A.D.. Amsterdam : Time-Life Books Inc.,, c1989."
"0000007127","None. Powers of the crown : A.D. 1600-1700. Amsterdam : Time-Life Books,, c1990."
"0000007128","None. The Pulse of enterprise. Amsterdam : Time-Life Books, Inc., c1990."
"0000007129","None. Shadow of the dictators : A.D. 1925-1950. Amsterdam : Time-Life Books, Inc., c1989."
"0000007130","None. Childcraft. Volume 12. London : World Book International, c1993."
"0000007131","None. Voyages of Discovery : 1400-1500 A.D.. Amsterdam : Time-Life Books, Inc., c1989."
"0000007133","Doleman, Edgar C., Jr. The Vietnam experience : tools of war. Boston : Boston Publishing Co., c1985."
"0000007134","Science [et al.]. Discover science and nature. Illinois : Publications International, c1994."
"0000007135","Mcpolin, James. John. Metro Manila : Daughters of St. Paul, c1979."
"0000007136","Youngs, Bettie B. Values from the heartland : stories of an American farmgirl. Deerfield Beach, Florida : Health Communications, Inc.,, c1995."
"0000007137","Wallechinsky, David. The People's almanac presents : the twentieth century : the definitive.... London : Aurum Press Ltd.,, c1995."
"0000007139","Warbrick, Sarah. Sticky, bendy, bouncy..... China : Heinemann, c19?."
"0000007140","None. The Americana annual 1997 : an encyclopedia of the events of 1996. Canada : Grolier Incorporated, c1997."
"0000007141","Aquino, Gaudencio. Essentials of research & thesis writing. Quezon City : Phoenix Publishing House, c1971."
"0000007142","Amery, Heather. The know how books of experiments. London : Tiger Books International, c1989."
"0000007143","Bennett, David. Madman's corner. New York : Oxford University Press, c1995."
"0000007145","Garcia, Crispina C. [et al.] Musika , sining at edukasyong pangkatawan 6. Manila : Rex Book Store, c1991."
"0000007146","Footman, Tim. Guinness World Records 2001. London : Guinness World Records Ltd., c2000."
"0000007147","Kerrod, Robin. The solar system. New York : Marshall Cavendish, c1997."
"0000007148","Brunner, Borgna. The Time Almanac 2000. Boston : Information Please, c1999."
"0000007149","Cook, Chris [et al.]. European political facts,1918-90. 3rd ed. New York : Facts on File, c1992."
"0000007150","None. Vegetables on the grill, creative cooking library. United States : Sunset Publishing Corporation, c1995."
"0000007151","Bucki, Lisa. PCs 6 in 1 que. Indianapolis : Macmillan Computer Publishing, c1997."
"0000007152","Mc Polin, James. John. Pasay City : Daughters of St. Paul, c1979."
"0000007153","None. The Americana Annual. Canada : Grolier Incorporated, c1999."
"0000007156","None. The March Of Islam : A.D.600-800. [s.n.] : Time-Life Books, Inc., c1988."
"0000007159","Quito, Rosario S. Thoughts for reflection : a compilation of qoutations for values education. Ermita, Manila : Adamson University, c1992."
"0000007160","David, Asuncion. Six Young Filipino Martyrs. Maramba : Anvil, c1997."
"0000007161","Youngs, Bettie B. Gifts ofn the heart : stories that celebrate life's defining moments. Deerfield Beach, Florida : Health Communications Inc.,, c1996."
"0000007162","Aurelio, John. Myth man : a storyteller's Jesus. New York : The Crossroad Publishing Co.,, c1991."
"0000007163","Canfield, Jack [et al.]. Chicken soup for the teenage soul : journal. Deerfield Beach, Florida : Health Communications, Inc., c1998."
"0000007164","Jasmine, Julia. Teaching with multiple intelligence. Usa : Teacher Created Materials, c1996."
"0000007167","Titchmarsh, Alan. 1000 Handy gardening hints. Finland : Hamlyn, c1983."
"0000007168","Sheridan, Richard Brinsley. The Filipino martyrs : a story of the crime of February 4, 1899. Quezon City : New Day Publishers, c1989."
"0000007173","Piliitteri, Adele. Maternal and child health nursing : care of the childbearing and childrearing family. Volume 2. 3rd ed. Philadelphia : Lippincott Williams & Wilkins, Inc., c1999."
"0000007174","Date, C.j. An introduction to database systems. Singapore : Addison - Wesley Publishing Co.,, c2000."
"0000007175","Webber, Harry. Divide and conquer : target your customers through market segmentation. New York : John Wiley and Sons, Inc., c1998."
"0000007176","Sison, Perfecto S. Personnel and human resources management. 6th ed. Manila : Rex Bookstore, c1991."
"0000007177","None. The World in Arms : A.D. 1900-1925. Amsterdam : Time-Life Books, Inc.,, c1990."
"0000007178","None. The Nuclear Age : 1950-1990 A.D.. Amsterdam : Time - Life Books Inc.,, c1991."
"0000007179","None. A Soaring spirit : 400-600 B.C.. Amsterdam : Time - Life Books Inc.,, c1988."
"0000007180",". Winds of Revolution : 1700-1800 A.D.. Amsterdam : Time - Life Books Inc.,, c1990."
"0000007181",". The European Emergence : 1500-1600 A.D.. Amsterdam : Time-Life Books Inc., c1990."
"0000007182",". The  Gospel of life {Evangelium Vitae}, Pope John ll. New York : Times Book, c1995."
"0000007183","Bonnani, Andrea [et al.]. Deans tell me the answer. London : Dean, c1995."
"0000007184","Bentley, James 1937-. A Calendar of Saints : the lives of the principal saints of the christian year. London : Tiger Books International, c1986."
"0000007185","Shakespeare, William. The Tragedy of Othelio, the moor of Vemier. New York : Washington Square Press, c1993."
"0000007186","Ordonez, Julius [et al.]. Transforming God's people : witnessing community through the years lV. Manila : Rex Bookstore, c1997."
"0000007188",". Barbarian Tides : 1500-600 B.C.. Amsterdam : Time - Life Books Inc., c1987."
"0000007189",". The New Book of Knowledge annual : the young people's book of the year. Danbury, Connecticut : Grolier Incorporated, c1998."
"0000007190","Lorenzo, J. Ramon S. Brain blitz. Mandaluyong City : National Bookstore, c1986."
"0000007194","Lorenzo, J. Ramon S. Brain blitz, reviewer. Mandaluyong City : National Book Store, c1984."
"0000007195","[et al.]. Don't take a bath on a friday : Philippine supertitions and folks beliefs. Makati City : Johanan Books, c1996."
"0000007196","Kloetzli, Godfrey O.f.m. A Pilgrim in the holy land. Israel : Palphot Ltd.,, c19?."
"0000007197","Greenblatt, Mirriam [et al.]. Human heritage : a world history. New York : Glencoe, c1995."
"0000007198","Kitane, Pamela S. When I grow up I want to be a farmer- Paglaki Ko gusto kong maging magsasaka. Manila : Museo Pambata Foundations, c1998."
"0000007199","Santos, Evangeline. When I grow up I want to be firefighter-Paglaki Ko gusto kong maging bumbero. Manila : Museo Pambata Foundation, c1997."
"0000007200","Santos, Evangeline. When I grow up I want to be journalist-Paglaki Ko gusto kong maging broadkaster. Manila : Museo Pambata Foundation, c1997."
"0000007201","Villaneva, Marie Yssanne L. When I grow up I want to be a priest- Paglaki Ko gusto kong maging pari. Manila : Museo Pambata Foundation, c1998."
"0000007202","Villanueva, Marie Ysanne L. When I grow up I want to be a teacher- Paglaki Ko gusto kong maging guro. Manila : Museo Paaaaambata Foundation, c1998."
"0000007203","Venida, Jamine R. When I grow up I want to be a scientist- Paglaki Ko gusto kong maging siyentipiko. Manila : Museo Pambata Foundation, c1998."
"0000007204",
"0000007205","None. The Best Philippine short stories of the twentieth century : an anthology of fiction in English. Makati City : Tahanan Books, c2000."
"0000007206","Rumbaoa, Mary Alice S>. When I grow up I want to be a police officer- Paglaki Ko gusto kong maging pulis. Manila : Museo Pambata Foundation, c1998."
"0000007207","Ganchorre, Vida S.p. Learn to speak english fluently. Tarlac City : Book on Wheels Enterprises, c1998."
"0000007208","Ill. By Kaufman, Robert Jay. Time life :early learning program. Volume 16. China : Time Life for Children, c1991."
"0000007209","Andres, Tomas Q.d. How to become a successful Filipino christian : a sequel to new dimension in Philippine Christianity. Pasay City : Paulines, c1999."
"0000007210","Santos, Evangeline. When I grow up I want to be a mail carrier- Paglaki Ko gusto kong maging kartero. Manila : Museo Pambata Foundation, c1997."
"0000007211","Santos, Evangeline. When I grow up I want to be an architect- Paglaki Ko gusto kong maging arkitekto. Manila : Museo Pambata Foundation, c1997."
"0000007212","None. Getting to know ASEAN : Philippines. Makati City : Bato Balani Foundation Inc., c1997."
"0000007213","Langone, John. National geographic's how things works everyday technology explained. Washington, D.c. : National Geographic, c1999."
"0000007214","Barrett, Norman. Pockets sports facts. London : Dorling Kindersley, c1996."
"0000007215","None. Filway's Philippine Almanac. Makati City : Filway Marketing Inc., c1991."
"0000007216","None. 100 Events that Shaped the Philippines. Quezon City : Adarna Books Services Inc., c1999."
"0000007217","None. The Collegiate Bible commentary : based on the american Bible with revised new testament. Makati City : St.Pauls Philippine, c1994."
"0000007218","Magdaraog, Gregorio L. Environment and Natural Resources Atlas of the Philippines. [s.n.] : ECP, c1998."
"0000007220","Fuller, Sue. Pockets rocks and minerals. London : Donling Kindensley, c1995."
"0000007221","Mcbrien, Richard B. Catholicism. London : Geofffrey Chapman, c1996."
"0000007224","Clark, Francis X. Asian Saints : The 486 Catholic Canonized Saints and Blessed of Asia. Quezon City : Claretian Publishing, c2000."
"0000007225","None. Easy gardening : tips from garden professionals. California : ORTHO Books, c1995."
"0000007226","None. Easy vegetables garden plans. California : The Solaris Group, c1997."
"0000007227","Eckhart, Meister. Passion for creation. [s.n.] : Matthew Fox, c."
"0000007228","None. Getting to know ASEAN : Brunei Darussalam. Makati City : Bato Balani Foundation, c1997."
"0000007229","None. Getting to know ASEAN : Indonesia. Makati City : Bato Balani Foundation Inc., c1997."
"0000007230","[et al.]. Annotated Teachers edition Prentice Hall Literature World Masterpieces. 4th ed. Needham, Massachusettes : Prentice Hall, c1996."
"0000007231","[comp. By] Canfield, Jack. Chicken soup for the golden soul : heartwarning stories for people 60 and over. Deerfield Beach, Florida : Health Communication, Inc.,, c1999."
"0000007233","Galende, Pedro [et al.]. Great churches of the Philippines. Makati, Metro Manila : Bookmark, c1993."
